scene_idx,v2i_network,n_vehicles,chosen_leader,is_leader,vehicle_id,queue_length,t_pair_avg_s,t_fuse_avg_s,D_hat_proc_s,D_hat_v2i_s,D_hat_total_s
19,4G,3,2,True,2,0,0.0030709151092047386,0.0009382741662581275,0.0070801043846676045,0.0618086458,0.0688887501846676
0,4G,5,0,True,0,0,0.003332882219715314,0.0010334439685818098,0.014364972847443067,0.0655224526,0.07988742544744307
0,4G,5,0,False,1,1,0.003309604375721081,0.0008321901220950431,0.017380212000700446,0.0655224526,0.08290266460070045
0,4G,5,0,False,2,1,0.0030607977811903378,0.0012026244079892709,0.01650661331394096,0.0655224526,0.08202906591394096
0,4G,5,0,False,3,2,0.0030947848777834576,0.0009808360822961657,0.019549545348996913,0.0655224526,0.08507199794899692
0,4G,5,0,False,4,1,0.0031541215313917793,0.0009563366713135028,0.0167269443282724,0.0655224526,0.0822493969282724
1,4G,5,2,False,0,1,0.003179510141663386,0.001062106519813966,0.016959657228130896,0.0655224526,0.0824821098281309
1,4G,5,2,False,1,1,0.0029986548651817196,0.0009354323797988024,0.0159287067057074,0.0655224526,0.0814511593057074
1,4G,5,2,True,2,0,0.0028412331336183836,0.0010409697753526537,0.012405902309826189,0.0655224526,0.07792835490982619
1,4G,5,2,False,3,2,0.002919552823393557,0.0009811280040438576,0.0184984449444052,0.0655224526,0.0840208975444052
1,4G,5,2,False,4,1,0.0030264456883545053,0.0007779514049929104,0.015910179846765436,0.0655224526,0.08143263244676543
2,4G,5,0,True,0,0,0.0028472050935646237,0.0010267967593022777,0.012415617133560772,0.0655224526,0.07793806973356078
2,4G,5,0,False,1,0,0.003028678669617359,0.0011403619783366208,0.013255076656806057,0.0655224526,0.07877752925680606
2,4G,5,0,False,2,2,0.0029809670770682877,0.0010199813254027196,0.018905783787812446,0.0655224526,0.08442823638781245
2,4G,5,0,False,3,2,0.0031557680066481124,0.000999534855113619,0.019934142895002293,0.0655224526,0.0854565954950023
2,4G,5,0,False,4,2,0.002749047277524262,0.0008814710175057737,0.017375754682651345,0.0655224526,0.08289820728265135
3,4G,5,0,True,0,0,0.003000013087123035,0.0010610420367657052,0.013061094385257845,0.0655224526,0.07858354698525785
3,4G,5,0,False,1,0,0.003090516164455033,0.0009560103918073188,0.013318075049627452,0.0655224526,0.07884052764962746
3,4G,5,0,False,2,1,0.0031471480452818002,0.001157103352371574,0.016892843578780573,0.0655224526,0.08241529617878057
3,4G,5,0,False,3,0,0.0030922194638411922,0.0011501239139969344,0.013519001769361704,0.0655224526,0.0790414543693617
3,4G,5,0,False,4,1,0.003089938296568337,0.0011221599800017327,0.01657185146284342,0.0655224526,0.08209430406284342
4,4G,5,3,False,0,2,0.0031689033217302464,0.0009432526685988318,0.019956672598980308,0.0655224526,0.08547912519898031
4,4G,5,3,False,1,1,0.0030237359427369758,0.0010386827041631921,0.01615736241784807,0.0655224526,0.08167981501784807
4,4G,5,3,False,2,2,0.003254958507941914,0.0009226910101247539,0.02045244205777624,0.0655224526,0.08597489465777625
4,4G,5,3,True,3,1,0.0029043380702980966,0.0009902557094350311,0.015511946060925513,0.0655224526,0.08103439866092552
4,4G,5,3,False,4,2,0.003123956988571956,0.0010678312370239846,0.01981157316845572,0.0655224526,0.08533402576845572
5,4G,5,0,True,0,0,0.0031483740559401993,0.0010343826540422207,0.013627878877803017,0.0655224526,0.07915033147780302
5,4G,5,0,False,1,0,0.003314526751011345,0.0009972850845565962,0.014255392088601977,0.0655224526,0.07977784468860198
5,4G,5,0,False,2,2,0.002906159575904561,0.0011050717374167652,0.01854202919284413,0.0655224526,0.08406448179284413
5,4G,5,0,False,3,1,0.003004702027805054,0.0009441423587679225,0.015967652497793194,0.0655224526,0.0814901050977932
5,4G,5,0,False,4,1,0.003100840867788875,0.0009286877465164819,0.016432892085460858,0.0655224526,0.08195534468546087
6,4G,5,0,True,0,0,0.003080125211133011,0.0010007490977711122,0.013321249942303158,0.0655224526,0.07884370254230316
6,4G,5,0,False,1,2,0.003116766571354561,0.0009745416094109809,0.019675141037538348,0.0655224526,0.08519759363753834
6,4G,5,0,False,2,0,0.0032700771040387764,0.0009599198151146873,0.014040228231269793,0.0655224526,0.0795626808312698
6,4G,5,0,False,3,1,0.00285385214814787,0.0009323987996160188,0.015201659540355367,0.0655224526,0.08072411214035537
6,4G,5,0,False,4,0,0.003117884029389919,0.0009827045762296708,0.013454240693789346,0.0655224526,0.07897669329378935
7,4G,5,4,False,0,1,0.0030826547873201867,0.0010076844992859058,0.01642095843588684,0.0655224526,0.08194341103588684
7,4G,5,4,False,1,1,0.0030247878013461957,0.0008962826151857615,0.016020221621916738,0.0655224526,0.08154267422191674
7,4G,5,4,False,2,2,0.003000073522017518,0.0011078796653936573,0.019108320797498763,0.0655224526,0.08463077339749876
7,4G,5,4,False,3,1,0.002846199535115608,0.0010060156969847749,0.015237013372562815,0.0655224526,0.08075946597256281
7,4G,5,4,True,4,0,0.002927406591936484,0.0009937312290476238,0.01270335759679356,0.0655224526,0.07822581019679356
8,4G,5,3,False,0,1,0.0031371691195493504,0.0008533344710166927,0.016539180068763443,0.0655224526,0.08206163266876344
8,4G,5,3,False,1,2,0.003108163803939436,0.001008573073770076,0.01965755589740669,0.0655224526,0.0851800084974067
8,4G,5,3,False,2,1,0.003025841357638761,0.0010496136600549747,0.01617882044824878,0.0655224526,0.08170127304824878
8,4G,5,3,True,3,0,0.002881296852330355,0.0010440267251732049,0.012569214134494624,0.0655224526,0.07809166673449462
8,4G,5,3,False,4,2,0.0031303516993208868,0.001062920626105138,0.01984503082203046,0.0655224526,0.08536748342203046
9,4G,5,0,True,0,0,0.0030496006939450286,0.0010719819178562763,0.013270384693636391,0.0655224526,0.0787928372936364
9,4G,5,0,False,1,2,0.0029981310948651997,0.001047546081134955,0.019036332650326154,0.0655224526,0.08455878525032616
9,4G,5,0,False,2,0,0.0031347220183502223,0.0008188302157102489,0.013357718289111139,0.0655224526,0.07888017088911115
9,4G,5,0,False,3,1,0.002887519119181178,0.0010341164227535924,0.01547171201865948,0.0655224526,0.08099416461865948
9,4G,5,0,False,4,2,0.0033093492850224003,0.0010096895909252241,0.020865785301059623,0.0655224526,0.08638823790105962
10,4G,5,2,False,0,1,0.003068233638556036,0.0011062583671709613,0.016447426559951142,0.0655224526,0.08196987915995115
10,4G,5,2,False,1,2,0.0030968010029998353,0.0010393687127375952,0.019620174730736607,0.0655224526,0.0851426273307366
10,4G,5,2,True,2,1,0.0028380521674242144,0.0011801660428849372,0.015370426880006009,0.0655224526,0.08089287948000601
10,4G,5,2,False,3,2,0.002944568577740547,0.000910981818399371,0.01857839328484265,0.0655224526,0.08410084588484265
10,4G,5,2,False,4,2,0.0030287109159346836,0.0009561025489027031,0.019128368044510805,0.0655224526,0.08465082064451081
11,4G,5,0,True,0,0,0.002960970561016007,0.0009342903405816612,0.012778172584645689,0.0655224526,0.07830062518464569
11,4G,5,0,False,1,0,0.0030602428583636743,0.0009593899129161854,0.013200361346370882,0.0655224526,0.07872281394637089
11,4G,5,0,False,2,2,0.003181845434213041,0.0010099223475318487,0.020100994952810092,0.0655224526,0.0856234475528101
11,4G,5,0,False,3,2,0.0032465112315640207,0.0008843906108179252,0.02036345800020205,0.0655224526,0.08588591060020205
11,4G,5,0,False,4,1,0.002840127403690592,0.0010214419554743146,0.015222078973927274,0.0655224526,0.08074453157392728
12,4G,5,3,False,0,2,0.0032167618088171043,0.0010348264983513576,0.020335397351253982,0.0655224526,0.08585784995125398
12,4G,5,3,False,1,2,0.002958726844335177,0.000884927025523856,0.018637288091534917,0.0655224526,0.08415974069153492
12,4G,5,3,False,2,2,0.0029832460606463414,0.001100199161403619,0.01899967552528167,0.0655224526,0.08452212812528168
12,4G,5,3,True,3,0,0.003033046653539491,0.0010742114458382336,0.013206398059996197,0.0655224526,0.0787288506599962
12,4G,5,3,False,4,2,0.0029783738168421576,0.0011730868557406587,0.019043329756793605,0.0655224526,0.0845657823567936
13,4G,5,4,False,0,1,0.003370132035399892,0.001012559159983327,0.01786321933698279,0.0655224526,0.08338567193698279
13,4G,5,4,False,1,0,0.0030791150790702793,0.0010726584026071596,0.013389118718888277,0.0655224526,0.07891157131888828
13,4G,5,4,False,2,1,0.002994391198151346,0.001002625920619104,0.015974581911375834,0.0655224526,0.08149703451137584
13,4G,5,4,False,3,1,0.003051614564284443,0.0009495036913762294,0.016207576512798444,0.0655224526,0.08173002911279845
13,4G,5,4,True,4,0,0.003083979227830698,0.0010306298427959824,0.013366546754118774,0.0655224526,0.07888899935411878
14,4G,5,0,True,0,0,0.003058930588058112,0.0010666984415415924,0.01330242079377404,0.0655224526,0.07882487339377404
14,4G,5,0,False,1,0,0.0031772182471472114,0.0009376446832213562,0.013646517671810202,0.0655224526,0.0791689702718102
14,4G,5,0,False,2,0,0.003131196236604318,0.00102290063018229,0.013547685576599562,0.0655224526,0.07907013817659957
14,4G,5,0,False,3,2,0.0028568912938332462,0.0009209792749239661,0.018062327037923445,0.0655224526,0.08358477963792345
14,4G,5,0,False,4,2,0.0030106041619844637,0.0011197637299412329,0.019183388701848013,0.0655224526,0.08470584130184802
15,4G,5,3,False,0,1,0.0032352066353303205,0.0010203959536428113,0.017196429130294413,0.0655224526,0.08271888173029442
15,4G,5,3,False,1,0,0.0031477977194010022,0.0010825060050248902,0.0136736968826289,0.0655224526,0.0791961494826289
15,4G,5,3,False,2,0,0.003043062362163518,0.001015881277996085,0.013188130726650156,0.0655224526,0.07871058332665015
15,4G,5,3,True,3,0,0.002950227425711527,0.0010293349444097176,0.012830244647255825,0.0655224526,0.07835269724725583
15,4G,5,3,False,4,2,0.003084068241130748,0.0012207024354327074,0.019725111882217195,0.0655224526,0.0852475644822172
16,4G,5,3,False,0,1,0.0033262829054500538,0.0009262469084393191,0.017557661435689587,0.0655224526,0.08308011403568959
16,4G,5,3,False,1,0,0.003064997312694026,0.0009225839974800374,0.01318257324825614,0.0655224526,0.07870502584825614
16,4G,5,3,False,2,2,0.002925277346603811,0.0011723151870358323,0.018723979266658697,0.0655224526,0.0842464318666587
16,4G,5,3,True,3,0,0.0029068072376699514,0.0008245459484682605,0.012451774899148066,0.0655224526,0.07797422749914806
16,4G,5,3,False,4,1,0.0029445539089434725,0.000937256361248257,0.01566002590596562,0.0655224526,0.08118247850596562
17,4G,5,4,False,0,2,0.0031535322599175767,0.001066581709221491,0.01998777526872695,0.0655224526,0.08551022786872695
17,4G,5,4,False,1,1,0.003146973572282242,0.0011626111185707559,0.016897478979981964,0.0655224526,0.08241993157998197
17,4G,5,4,False,2,2,0.002918588219316351,0.0009023306877396796,0.018413860003637785,0.0655224526,0.08393631260363779
17,4G,5,4,False,3,2,0.0031451677881376484,0.0010061020026382863,0.01987710873146418,0.0655224526,0.08539956133146417
17,4G,5,4,True,4,0,0.0030125726627396577,0.0010103149496234994,0.01306060560058213,0.0655224526,0.07858305820058213
18,4G,5,2,False,0,0,0.0031428921888154064,0.0009417429347584435,0.013513311690020069,0.0655224526,0.07903576429002007
18,4G,5,2,False,1,1,0.002888413022142465,0.000953371178388944,0.01539543628910127,0.0655224526,0.08091788888910127
18,4G,5,2,True,2,0,0.0030173292299036517,0.0009372584127746089,0.013006575332389216,0.0655224526,0.07852902793238922
18,4G,5,2,False,3,1,0.003164994215898143,0.0008776041272535963,0.016702575206744313,0.0655224526,0.08222502780674432
18,4G,5,2,False,4,1,0.0032786755334897047,0.0011831610443745126,0.017576538711823037,0.0655224526,0.08309899131182304
19,4G,5,4,False,0,2,0.0030428500878224617,0.0010763640631720362,0.01933346459010681,0.0655224526,0.08485591719010681
19,4G,5,4,False,1,1,0.0030770177459036588,0.0010341391145367947,0.016419227844055088,0.0655224526,0.08194168044405509
19,4G,5,4,False,2,2,0.0029944497299034738,0.0008907579380637458,0.01885745631748459,0.0655224526,0.08437990891748459
19,4G,5,4,False,3,1,0.0030606032982864614,0.0009619518673125605,0.01626496835874487,0.0655224526,0.08178742095874487
19,4G,5,4,True,4,0,0.0030782612852975734,0.0008269256329492613,0.013139970774139555,0.0655224526,0.07866242337413956
0,5G,3,0,True,0,0,0.0030289960851354403,0.0008165223826100337,0.006874514552880915,0.0184043229,0.025278837452880912
0,5G,3,0,False,1,2,0.0028741412186443493,0.0009167818873355154,0.012413346761912913,0.0184043229,0.030817669661912912
0,5G,3,0,False,2,1,0.003007506478086506,0.001018323206846969,0.010040842641106489,0.0184043229,0.028445165541106487
1,5G,3,0,True,0,0,0.0028030892836918807,0.0008829129941911297,0.006489091561574891,0.0184043229,0.024893414461574892
1,5G,3,0,False,1,2,0.003011773541830467,0.0010903977517210826,0.01313749191904295,0.0184043229,0.031541814819042946
1,5G,3,0,False,2,2,0.003041327818617494,0.000971332081392523,0.013136643355862499,0.0184043229,0.0315409662558625
2,5G,3,0,True,0,0,0.0030865441843267536,0.0011812667755471493,0.0073543551442006565,0.0184043229,0.025758678044200657
2,5G,3,0,False,1,2,0.0030150248236389156,0.0011082021080362915,0.013168301402591953,0.0184043229,0.03157262430259195
2,5G,3,0,False,2,1,0.002966371247935296,0.0010377066135062681,0.009936820357312156,0.0184043229,0.028341143257312157
3,5G,3,1,False,0,2,0.0029457835597872664,0.0010102859764623885,0.012793420215611454,0.0184043229,0.03119774311561145
3,5G,3,1,True,1,0,0.003014616596524763,0.0011130083695190655,0.007142241562568591,0.0184043229,0.02554656446256859
3,5G,3,1,False,2,2,0.0029381976985494228,0.0011042280056899841,0.012857018799887675,0.0184043229,0.031261341699887674
4,5G,3,0,True,0,0,0.0030623450098498208,0.0010158313749895535,0.007140521394689195,0.0184043229,0.025544844294689194
4,5G,3,0,False,1,2,0.003157595507538332,0.0010530347776753516,0.01368341680782868,0.0184043229,0.032087739707828675
4,5G,3,0,False,2,0,0.0030952066186010485,0.0010242595174525168,0.007214672754654614,0.0184043229,0.025618995654654614
5,5G,3,0,True,0,1,0.0029584358177569985,0.0010247866302793309,0.009900094083550326,0.0184043229,0.028304416983550323
5,5G,3,0,False,1,1,0.003183212134472956,0.0008957479970079105,0.010445384400426779,0.0184043229,0.028849707300426776
5,5G,3,0,False,2,1,0.0029864615688580906,0.0010890077916858563,0.010048392498260129,0.0184043229,0.02845271539826013
6,5G,3,2,False,0,2,0.002957029325994469,0.0010098230060858265,0.012837940310063703,0.0184043229,0.031242263210063702
6,5G,3,2,False,1,0,0.003180631323163677,0.0009841361675077562,0.00734539881383511,0.0184043229,0.02574972171383511
6,5G,3,2,True,2,0,0.00312996198638572,0.0009940608071546905,0.00725398477992613,0.0184043229,0.025658307679926128
7,5G,3,2,False,0,2,0.003226343682453761,0.0009683665596872456,0.01387374128950229,0.0184043229,0.03227806418950229
7,5G,3,2,False,1,0,0.003243373880678117,0.0009668923217550026,0.007453640083111237,0.0184043229,0.025857962983111236
7,5G,3,2,True,2,0,0.002976043439493546,0.001244449933930991,0.0071965368129180834,0.0184043229,0.025600859712918082
8,5G,3,0,True,0,0,0.0030349172236015082,0.0009466373582057057,0.007016471805408722,0.0184043229,0.02542079470540872
8,5G,3,0,False,1,2,0.003181231051887165,0.001042113118548575,0.013767037326097235,0.0184043229,0.032171360226097234
8,5G,3,0,False,2,1,0.0030355380567429298,0.0009037464966654832,0.010010360666894272,0.0184043229,0.02841468356689427
9,5G,3,2,False,0,2,0.0032851987904766477,0.0009116230126354168,0.014052418174542008,0.0184043229,0.03245674107454201
9,5G,3,2,False,1,1,0.0030714489360901464,0.0011355684244212236,0.010349915232691662,0.0184043229,0.02875423813269166
9,5G,3,2,True,2,0,0.0029460437888928458,0.0009664551195057696,0.006858542697291461,0.0184043229,0.025262865597291462
10,5G,3,0,True,0,1,0.003128872227794714,0.0008563342642157101,0.010242950947599852,0.0184043229,0.028647273847599852
10,5G,3,0,False,1,2,0.002997734544262459,0.0010255012638893612,0.013016439440939198,0.0184043229,0.0314207623409392
10,5G,3,0,False,2,2,0.00297253011263844,0.0008458041691528208,0.01273592461970658,0.0184043229,0.03114024751970658
11,5G,3,0,True,0,0,0.0031009576955096053,0.0009688390020080578,0.007170754393027268,0.0184043229,0.025575077293027267
11,5G,3,0,False,1,2,0.0031398379491112613,0.0010841992024510053,0.01364355099889605,0.0184043229,0.032047873898896045
11,5G,3,0,False,2,1,0.0032141562272516174,0.0010303893359702983,0.01067285801772515,0.0184043229,0.029077180917725147
12,5G,3,0,True,0,1,0.002948911628737659,0.001023115327430859,0.009869850213643835,0.0184043229,0.028274173113643834
12,5G,3,0,False,1,1,0.0031615435608066214,0.0009354734481519875,0.010420104130571851,0.0184043229,0.02882442703057185
12,5G,3,0,False,2,1,0.0030171130812518686,0.0010446244781964864,0.010095963721952093,0.0184043229,0.028500286621952094
13,5G,3,1,False,0,2,0.0031166416046219114,0.000979047714592246,0.013445614133079892,0.0184043229,0.031849937033079895
13,5G,3,1,True,1,0,0.003102104498308751,0.0008576185200762707,0.0070618275166937725,0.0184043229,0.02546615041669377
13,5G,3,1,False,2,2,0.0030836348994679698,0.0008740315350384758,0.013208571132910355,0.0184043229,0.03161289403291036
14,5G,3,1,False,0,1,0.0028692208703176413,0.0009805012040976966,0.009588163815050621,0.0184043229,0.02799248671505062
14,5G,3,1,True,1,0,0.0031956053924482503,0.0009440262668050994,0.0073352370517016,0.0184043229,0.025739559951701598
14,5G,3,1,False,2,2,0.003150987225611847,0.0009948489502728543,0.013598797852720243,0.0184043229,0.03200312075272024
15,5G,3,2,False,0,2,0.003131913845736304,0.001005200683851588,0.013532856066796804,0.0184043229,0.031937178966796806
15,5G,3,2,False,1,2,0.0031327754122623093,0.0010698207783471523,0.01360092242739639,0.0184043229,0.03200524532739639
15,5G,3,2,True,2,0,0.002803908805677207,0.0009559494286885712,0.006563767040042985,0.0184043229,0.024968089940042983
16,5G,3,2,False,0,2,0.002918876434922336,0.001070034909964762,0.012745540649654106,0.0184043229,0.031149863549654107
16,5G,3,2,False,1,0,0.003123955897349583,0.0008452530249812068,0.007093164819680373,0.0184043229,0.02549748771968037
16,5G,3,2,True,2,0,0.0029730756722154,0.0007778364371264323,0.006723987781557233,0.0184043229,0.02512831068155723
17,5G,3,1,False,0,0,0.002912315552904226,0.0010377964999306504,0.006862427605739102,0.0184043229,0.0252667505057391
17,5G,3,1,True,1,0,0.0028440116255261743,0.0010401536767022685,0.006728176927754617,0.0184043229,0.025132499827754617
17,5G,3,1,False,2,1,0.0030408180679500595,0.0009655594007439983,0.010088013604594177,0.0184043229,0.028492336504594176
18,5G,3,2,False,0,2,0.0030844949209153137,0.0009618953770849118,0.013299875060746168,0.0184043229,0.03170419796074617
18,5G,3,2,False,1,1,0.0031587165735099698,0.0010919311130543918,0.010568080833584301,0.0184043229,0.028972403733584298
18,5G,3,2,True,2,1,0.0030795994787958685,0.0009185282633510239,0.01015732669973863,0.0184043229,0.02856164959973863
19,5G,3,2,False,0,2,0.0030643564666309837,0.000998533062783912,0.013255958929307848,0.0184043229,0.03166028182930784
19,5G,3,2,False,1,1,0.0030583666708675515,0.0009078884106594072,0.01008298842326206,0.0184043229,0.028487311323262057
19,5G,3,2,True,2,1,0.0029758438270950788,0.0009587900810316734,0.00988632156231691,0.0184043229,0.02829064446231691
0,5G,5,4,False,0,1,0.0032201108949624405,0.0008577195160583594,0.016958273990870562,0.0202612263,0.037219500290870566
0,5G,5,4,False,1,2,0.0031746177394248905,0.0010320106642027955,0.02007971710075214,0.0202612263,0.040340943400752144
0,5G,5,4,False,2,1,0.0032940053158986697,0.0010962899729896306,0.017566316552482978,0.0202612263,0.03782754285248298
0,5G,5,4,False,3,1,0.0028754569102346994,0.000947427805635691,0.015324712356809187,0.0202612263,0.03558593865680919
0,5G,5,4,True,4,0,0.0030587865211821287,0.0010041444929207045,0.01323929057764922,0.0202612263,0.03350051687764922
1,5G,5,2,False,0,1,0.002912803385117175,0.0009821258689865278,0.015546142794572402,0.0202612263,0.035807369094572404
1,5G,5,2,False,1,0,0.0030713476401990846,0.0011068276312800867,0.013392218192076425,0.0202612263,0.033653444492076426
1,5G,5,2,True,2,0,0.0029518911115135574,0.0008935804559881338,0.012701144902042364,0.0202612263,0.032962371202042366
1,5G,5,2,False,3,2,0.0028501485514880985,0.0010184406153280492,0.01811933192425664,0.0202612263,0.038380558224256636
1,5G,5,2,False,4,1,0.002971287696722611,0.0010511115323886204,0.015907550016001675,0.0202612263,0.036168776316001676
2,5G,5,3,False,0,2,0.002916983829731834,0.001053015850505183,0.01855491882889619,0.0202612263,0.038816145128896196
2,5G,5,3,False,1,0,0.0029654819103941683,0.0011275077782961752,0.012989435419872849,0.0202612263,0.03325066171987285
2,5G,5,3,False,2,1,0.002925947703065309,0.0010288670651622113,0.015658605580488757,0.0202612263,0.03591983188048876
2,5G,5,3,True,3,0,0.0029153340597338076,0.0010444149679237845,0.012705751206859016,0.0202612263,0.032966977506859015
2,5G,5,3,False,4,0,0.003231249558721598,0.001077310385008349,0.014002308619894741,0.0202612263,0.03426353491989474
3,5G,5,0,True,0,1,0.003005654811501902,0.001012683564413188,0.0160409576219227,0.0202612263,0.0363021839219227
3,5G,5,0,False,1,1,0.0030737693293533914,0.000976998205972305,0.016345844852739263,0.0202612263,0.036607071152739264
3,5G,5,0,False,2,2,0.0029785915423090224,0.0010152033155989672,0.0188867525694531,0.0202612263,0.0391479788694531
3,5G,5,0,False,3,2,0.0031945893288916082,0.0009223271870603368,0.020089863160409987,0.0202612263,0.04035108946040999
3,5G,5,0,False,4,2,0.003197177040533735,0.0009783108892934644,0.020161373132495875,0.0202612263,0.040422599432495876
4,5G,5,0,True,0,0,0.0029944324739732816,0.0010431837109569947,0.01302091360685012,0.0202612263,0.033282139906850125
4,5G,5,0,False,1,1,0.003152555978496201,0.0011358639425360193,0.016898643835017026,0.0202612263,0.03715987013501702
4,5G,5,0,False,2,0,0.003131283998581036,0.0011573405475322435,0.013682476541856387,0.0202612263,0.03394370284185639
4,5G,5,0,False,3,2,0.0031449406128316025,0.0011431553720624894,0.020012799049052104,0.0202612263,0.040274025349052105
4,5G,5,0,False,4,2,0.0029763545974003614,0.0010135582494580526,0.01887168583386022,0.0202612263,0.03913291213386022
5,5G,5,3,False,0,1,0.0030170145227093248,0.0009902951676933147,0.01607536778123994,0.0202612263,0.036336594081239945
5,5G,5,3,False,1,2,0.003151735469326422,0.0009179778178061593,0.01982839063376469,0.0202612263,0.04008961693376469
5,5G,5,3,False,2,1,0.0032076649928794595,0.0009103704848584405,0.016948695449255737,0.0202612263,0.037209921749255734
5,5G,5,3,True,3,1,0.0029951693786803273,0.0009755395807827288,0.015951386474184367,0.0202612263,0.03621261277418437
5,5G,5,3,False,4,1,0.0031708333111512598,0.0010130077917377348,0.016867174347494032,0.0202612263,0.037128400647494036
6,5G,5,1,False,0,2,0.0029985793107683567,0.0010390342098422199,0.01903051007445236,0.0202612263,0.039291736374452366
6,5G,5,1,True,1,0,0.0028929348753998128,0.00110582799559536,0.01267756749719461,0.0202612263,0.03293879379719461
6,5G,5,1,False,2,0,0.0032967879820505496,0.0009235197736870326,0.01411067170188923,0.0202612263,0.03437189800188923
6,5G,5,1,False,3,0,0.002992733523351457,0.0009000233808149311,0.012870957474220759,0.0202612263,0.03313218377422076
6,5G,5,1,False,4,2,0.002806607058113103,0.000935017863377512,0.017774660212056127,0.0202612263,0.038035886512056125
7,5G,5,4,False,0,2,0.002939738106235751,0.0010921377975894374,0.018730566435003947,0.0202612263,0.038991792735003944
7,5G,5,4,False,1,1,0.002958239261587863,0.0009814365431538086,0.015772632851093125,0.0202612263,0.036033859151093126
7,5G,5,4,False,2,1,0.0029147852236623725,0.0010954427728764665,0.01566936889118833,0.0202612263,0.03593059519118833
7,5G,5,4,False,3,2,0.003221782501202692,0.0008552821989345278,0.02018597720615068,0.0202612263,0.04044720350615068
7,5G,5,4,True,4,1,0.002905811985258033,0.00105318902618151,0.015582248952471674,0.0202612263,0.035843475252471675
8,5G,5,2,False,0,2,0.0032446165112602746,0.000874390093940609,0.020342089161502257,0.0202612263,0.040603315461502254
8,5G,5,2,False,1,2,0.0030966569982469076,0.0009485053417035613,0.019528447331185004,0.0202612263,0.039789673631185005
8,5G,5,2,True,2,0,0.0029825596913150964,0.0010225216544757622,0.012952760419736148,0.0202612263,0.03321398671973615
8,5G,5,2,False,3,1,0.003185536074254492,0.0008307925057942161,0.016758472877066676,0.0202612263,0.03701969917706668
8,5G,5,2,False,4,1,0.002884041968286962,0.0011029106625210807,0.015523120503955889,0.0202612263,0.03578434680395589
9,5G,5,1,False,0,1,0.002972908091051473,0.0011914028392225832,0.01605594329447995,0.0202612263,0.03631716959447995
9,5G,5,1,True,1,0,0.003081834855748196,0.0010935531808868337,0.013420892603879618,0.0202612263,0.03368211890387962
9,5G,5,1,False,2,1,0.0033166369508376885,0.0008925691409052432,0.017475753895093683,0.0202612263,0.03773698019509368
9,5G,5,1,False,3,2,0.0029195843121823536,0.0008436063999413218,0.018361112273035444,0.0202612263,0.038622338573035445
9,5G,5,1,False,4,0,0.003161425643610406,0.0010056515157515987,0.013651354090193224,0.0202612263,0.03391258039019322
10,5G,5,1,False,0,1,0.0029661780710257446,0.0009766951279240386,0.01580758548305276,0.0202612263,0.03606881178305276
10,5G,5,1,True,1,0,0.003220905648996886,0.000968964120630199,0.013852586716617744,0.0202612263,0.03411381301661774
10,5G,5,1,False,2,1,0.002877746561013966,0.0010265259483595336,0.015415258753429362,0.0202612263,0.035676485053429366
10,5G,5,1,False,3,2,0.0030576717870907494,0.000988967937818343,0.01933499866036284,0.0202612263,0.039596224960362844
10,5G,5,1,False,4,2,0.0030419143320078827,0.0011046018064820684,0.019356087798529365,0.0202612263,0.039617314098529366
11,5G,5,4,False,0,0,0.0029781665072649384,0.00112268992207455,0.013035355951134303,0.0202612263,0.033296582251134306
11,5G,5,4,False,1,1,0.002935641865398921,0.0010351786952485238,0.01571338802224313,0.0202612263,0.03597461432224313
11,5G,5,4,False,2,2,0.0032430704039086793,0.0009911762800681378,0.020449598703520214,0.0202612263,0.04071082500352022
11,5G,5,4,False,3,2,0.0032337284777583498,0.0010278203175439612,0.02043019118409406,0.0202612263,0.040691417484094064
11,5G,5,4,True,4,0,0.0027554652599186707,0.001061960738437518,0.012083821778112201,0.0202612263,0.0323450480781122
12,5G,5,1,False,0,0,0.0032325407935675657,0.0011028290184239957,0.01403299219269426,0.0202612263,0.03429421849269426
12,5G,5,1,True,1,0,0.002682806275225168,0.0007874009140629032,0.011518626014963576,0.0202612263,0.03177985231496358
12,5G,5,1,False,2,1,0.0028768544851821664,0.0010987754031803834,0.015483047829091216,0.0202612263,0.035744274129091216
12,5G,5,1,False,3,1,0.002936485277009464,0.0009834228590982978,0.015665849244145616,0.0202612263,0.03592707554414562
12,5G,5,1,False,4,2,0.0033319485348735274,0.0009936263990134584,0.020985317608254624,0.0202612263,0.04124654390825462
13,5G,5,1,False,0,2,0.0030606050892231958,0.001029192824177598,0.019392823359516774,0.0202612263,0.03965404965951677
13,5G,5,1,True,1,1,0.002980680175698603,0.0008670880699205279,0.01577048894841354,0.0202612263,0.036031715248413546
13,5G,5,1,False,2,1,0.0030393283447357426,0.0011092982360741029,0.016305939959752817,0.0202612263,0.036567166259752815
13,5G,5,1,False,3,2,0.00308397672027387,0.0009581849409107241,0.019462045262553945,0.0202612263,0.039723271562553945
13,5G,5,1,False,4,2,0.0029851112251608673,0.0009857547474781399,0.018896422098443343,0.0202612263,0.039157648398443344
14,5G,5,1,False,0,0,0.003052654007566138,0.0009638727595017946,0.013174488789766346,0.0202612263,0.033435715089766345
14,5G,5,1,True,1,0,0.002958238986658468,0.0009707328349725083,0.01280368878160638,0.0202612263,0.03306491508160638
14,5G,5,1,False,2,1,0.002894182905557075,0.0010354485592147316,0.015506363087000107,0.0202612263,0.03576758938700011
